Id,AnimalName,Spicies,Age,CageNumber,ZooId
1759,porta,Vivamus sit sociosqu,13,60,15
1760,tortor lectus,diam diam odio,25,4,44
1761,sollicitudin,ipsum tempor,32,24,17
1762,volutpat,mus tempus,35,24,1
1763,nonummy nunc,sociis Nam non,20,51,11
1764,volutpat Quisque senectus,mollis,22,47,27
1765,at lorem ultrices,amet nibh In,6,15,22
1766,dolor,Ut Donec lorem,38,39,26
1767,sit erat,ultricies urna lectus,1,21,43
1768,Nam vel luctus,varius leo vulputate,11,15,42
1769,Pellentesque,commodo molestie,22,30,39
1770,eleifend nisi,odio feugiat,2,37,18
1771,tempor at,auctor,21,41,7
1772,Curae mauris,Nunc nibh,24,57,10
1773,Integer dis,quis fringilla per,9,29,30
1774,Sed,eleifend Maecenas pellentesque,35,5,49
1775,mollis ultricies,Maecenas aptent,37,28,37
1776,Integer dui euismod,laoreet sollicitudin,0,2,13
1777,amet lacus,mauris,39,38,49
1778,Praesent netus,lectus,13,33,38
1779,ultricies quam,justo,0,53,34
1780,magnis egestas leo,Fusce,30,55,44
1781,risus,porta,39,60,25
1782,massa Cum,laoreet,22,17,1
1783,Duis ultrices,scelerisque,0,12,27
1784,nascetur morbi,augue mus,20,5,24
1785,nibh id sem,viverra placerat,2,6,23
1786,nibh,non,48,4,44
1787,condimentum,porttitor quis nec,14,27,3
1788,gravida,netus aptent,5,13,30
1789,primis,hymenaeos neque fames,28,4,39
1790,ullamcorper interdum,In facilisi consectetuer,12,43,43
1791,ullamcorper venenatis,Etiam,34,41,4
1792,odio felis leo,tincidunt,5,9,29
1793,nostra torquent,eros,47,12,38
1794,eleifend lorem commodo,Nulla senectus,37,45,6
1795,interdum Quisque ac,facilisi pretium est,40,5,30
1796,Duis Praesent Morbi,ridiculus,33,42,42
1797,ultricies justo venenatis,Curae,0,37,13
1798,netus,non nostra,25,3,48
1799,Nunc id mauris,magnis lacinia pharetra,46,14,34
1800,facilisis at Lorem,varius eu tempus,24,21,21
1801,risus magna,Curabitur,11,33,47
1802,sed tristique Nullam,Nulla viverra eleifend,0,20,15
1803,ligula Phasellus,Nunc auctor habitant,1,34,11
1804,dis felis lacinia,Sed pede,30,49,7
1805,ad Praesent,ultricies iaculis,28,22,1
1806,Curae auctor vitae,morbi,27,2,17
1807,fermentum,pellentesque enim,41,37,33
1808,libero scelerisque,viverra iaculis pede,31,32,31
1809,sociis felis,Morbi ultrices,14,2,43
1810,gravida,adipiscing vehicula,15,16,44
1811,penatibus sociis,libero mi sociis,27,55,15
1812,nunc hendrerit,facilisi,21,4,7
1813,Duis,Praesent Vestibulum mattis,14,31,11
1814,Quisque convallis,sociosqu elementum,25,47,34
1815,hymenaeos tincidunt suscipit,quis,11,59,40
1816,Etiam,consectetuer,46,4,12
1817,senectus,ut quis,22,53,28
1818,inceptos,et senectus,39,28,0
1819,malesuada nisl pretium,torquent fermentum sit,27,20,22
1820,volutpat vulputate Morbi,bibendum morbi facilisis,7,23,18
1821,vel tortor enim,porta montes malesuada,11,40,21
1822,pharetra pulvinar,erat odio Nulla,28,31,17
1823,taciti ultrices luctus,Suspendisse ultrices,48,38,39
1824,Quisque dis,augue Aenean,31,47,18
1825,habitant,Vivamus Fusce,18,54,19
1826,laoreet sodales lobortis,Suspendisse vulputate id,9,56,38
1827,lorem pretium,aptent bibendum,22,29,20
1828,mauris dolor arcu,odio sociosqu,40,43,40
1829,vel,scelerisque,37,17,17
1830,porttitor blandit Praesent,cursus,28,46,42
1831,Maecenas montes taciti,Mauris cursus,29,34,14
1832,In,mus,43,38,19
1833,auctor facilisis,nulla,34,3,12
1834,quam,blandit,22,7,12
1835,ridiculus vel Aliquam,varius In faucibus,14,53,2
1836,turpis tristique pede,penatibus Morbi,36,7,48
1837,magna Nam consectetuer,convallis convallis,32,17,36
1838,dictum Vivamus scelerisque,a sodales senectus,35,40,34
1839,varius Pellentesque sociis,Etiam,17,58,32
1840,mauris consequat,est,2,48,25
1841,sed,senectus tristique luctus,36,29,11
1842,malesuada ultricies,nibh metus,6,53,25
1843,est urna Curae,pretium nisi purus,6,25,38
1844,gravida gravida nisl,litora,2,60,34
1845,gravida nunc convallis,eleifend sociis sodales,43,24,5
1846,In fames,euismod,30,24,20
1847,Lorem,erat,21,3,10
1848,rutrum,lacus,22,13,30
1849,nisi,eget,50,0,6
1850,id vitae,tempor massa,14,35,43
1851,egestas quis condimentum,nonummy massa,42,34,47
1852,Aliquam libero hymenaeos,pretium facilisi Nullam,36,32,31
1853,Nulla,hendrerit malesuada,36,17,25
1854,tempor dui,cubilia Sed,15,10,2
1855,ultrices erat vestibulum,Morbi Etiam nascetur,39,29,10
1856,turpis semper,eleifend sociis,36,38,14
1857,sodales cursus est,eget sodales arcu,0,2,44
1858,euismod augue consectetuer,eleifend ornare,43,8,34
1859,interdum venenatis dis,velit sociis dictum,2,44,39
1860,Proin,dis ante turpis,38,17,39
1861,id,pede eget dis,44,57,26
1862,parturient Curae,tortor,50,35,31
1863,Maecenas inceptos lectus,libero nibh,40,27,0
1864,morbi commodo,nibh nisl,37,14,0
1865,eget,volutpat aliquam,23,57,47
1866,non dictum,eu in tellus,23,34,42
1867,non ad pede,primis,29,16,31
1868,fermentum malesuada,cursus,4,0,23
1869,Fusce,eros tincidunt quis,19,57,17
1870,a sodales,libero scelerisque auctor,32,1,42
1871,aliquet tortor,ligula,0,15,13
1872,molestie sem sapien,dolor rhoncus,50,55,28
1873,In,diam,21,32,33
1874,et eu conubia,viverra pulvinar,9,14,10
1875,posuere Sed,magna fringilla,37,31,31
1876,primis urna,nulla,47,47,23
1877,at,lorem,38,29,37
1878,Curabitur Suspendisse euismod,interdum senectus,1,10,2
1879,hendrerit Cum,bibendum molestie,2,59,22
1880,amet neque odio,feugiat,2,42,48
1881,Fusce,aliquet,24,41,44
1882,nostra lacus,enim,36,8,33
1883,mus,Integer,39,41,7
1884,ipsum nec,inceptos Duis Aenean,31,4,24
1885,leo risus nonummy,Proin,22,49,25
1886,erat sagittis,netus leo nunc,19,6,6
1887,Aliquam Aliquam,ante,21,14,4
1888,molestie ipsum,posuere penatibus sociosqu,13,19,3
1889,Sed felis,consequat lacinia,44,13,32
1890,orci,Curae luctus Pellentesque,8,22,32
1891,velit magnis pede,taciti dolor Nulla,46,5,3
1892,magna,lectus metus,12,15,20
1893,tincidunt netus,elit,39,22,2
1894,est Mauris,nonummy scelerisque odio,24,59,28
1895,interdum,interdum luctus Cras,34,13,4
1896,sapien,taciti Nulla,29,60,24
1897,Donec quam Ut,Curae nostra,50,29,30
1898,feugiat iaculis,sapien,17,11,18
1899,non,ornare quis interdum,3,35,3
1900,Curabitur elit,interdum venenatis lobortis,24,55,44
1901,volutpat,mauris,36,54,10
1902,sociosqu,Lorem ad arcu,2,34,32
1903,senectus,consequat montes,42,59,13
1904,tortor,sociis ac Integer,48,26,30
1905,ac,cubilia Cum,26,20,19
1906,dignissim netus,blandit natoque scelerisque,19,10,7
1907,Cum dis,Nullam laoreet Maecenas,24,25,3
1908,Pellentesque congue molestie,mi euismod,14,46,42
1909,enim,malesuada malesuada vel,3,41,4
1910,feugiat Class,tellus risus dignissim,10,25,5
1911,vitae posuere,ligula,20,21,33
1912,tempus Etiam Phasellus,laoreet,28,16,48
1913,justo,aptent Class mauris,33,10,12
1914,varius,varius felis,47,4,21
1915,ultricies natoque,Maecenas,24,7,11
1916,justo aptent,sociis,5,7,33
1917,commodo,id metus,10,48,9
1918,senectus mi,purus suscipit et,29,18,27
1919,Quisque Praesent,leo dapibus,32,24,34
1920,auctor,Vestibulum vel,0,8,46
1921,posuere suscipit,ridiculus,32,3,42
1922,non sagittis,a imperdiet neque,42,3,5
1923,Morbi dignissim,eu Vivamus tempor,27,11,13
1924,tortor dis placerat,Donec metus hendrerit,50,30,13
1925,lorem ultricies,taciti Curabitur,14,35,22
1926,vehicula,sem aliquet,28,25,49
1927,ultricies dui Proin,facilisis,25,51,31
1928,Aliquam,scelerisque,11,37,46
1929,nascetur,Cum,31,28,46
1930,aptent libero,nec magna elementum,14,56,45
1931,nec vestibulum,odio condimentum,31,32,25
1932,venenatis nostra,enim parturient Sed,19,47,38
1933,ultricies rutrum,turpis imperdiet in,14,54,36
1934,tempus,nibh Vestibulum,37,38,36
1935,ad a,nec interdum Phasellus,47,50,29
1936,arcu vehicula,urna,7,29,17
1937,eget Ut,sapien diam congue,9,18,22
1938,ornare mollis,vel purus,49,55,11
1939,Proin,et euismod Quisque,33,21,30
1940,id dignissim sit,placerat Donec vulputate,30,60,36
1941,cursus,taciti,3,36,29
1942,Curae tincidunt malesuada,parturient tempor,18,35,45
1943,volutpat,ligula vulputate,5,27,16
1944,nascetur Quisque penatibus,facilisi purus,5,19,41
1945,bibendum facilisis,dignissim,23,15,38
1946,dictum,posuere,13,7,24
1947,amet,lobortis nostra,24,41,37
1948,Duis primis,lacinia,27,40,49
1949,penatibus montes nisl,neque,1,45,39
1950,condimentum,vulputate egestas,27,43,47
1951,Aliquam Integer,auctor natoque tortor,35,3,24
1952,molestie Quisque,vitae nulla,45,27,18
1953,Duis dolor sapien,lobortis Mauris,26,32,6
1954,Cum ut hymenaeos,quis neque pellentesque,26,9,39
1955,purus ut penatibus,nisi,37,31,16
1956,mattis Mauris sapien,egestas,17,4,6
1957,nostra,iaculis a,14,19,0
1958,erat,Aenean nulla congue,3,44,32
1959,nec,consequat,49,53,2
1960,faucibus Vestibulum,lacus at,33,7,49
1961,augue,nulla,11,24,48
1962,luctus condimentum ligula,Vestibulum aliquam,11,54,18
1963,amet,faucibus ad suscipit,34,11,42
1964,ullamcorper malesuada vulputate,erat fermentum nec,16,7,46
1965,cursus varius,lorem,10,41,17
1966,aptent lorem,primis,40,36,45
1967,semper Fusce,vulputate nonummy,24,11,23
1968,pulvinar egestas,consectetuer urna Cras,8,43,35
1969,Nunc nec,iaculis,27,34,33
1970,mollis primis,tempor eget,13,59,26
1971,porttitor,mattis,15,46,12
1972,et nec,ridiculus ultricies sagittis,0,15,37
1973,laoreet cursus,odio placerat,22,16,14
1974,nostra taciti ornare,gravida mus nisi,28,7,10
1975,eleifend massa purus,lorem dis Suspendisse,24,60,31
1976,ligula orci ridiculus,ridiculus ornare,21,26,7
1977,volutpat ornare,nonummy velit,29,19,43
1978,id imperdiet,porttitor auctor tortor,20,41,26
1979,Quisque augue nostra,vulputate vitae Morbi,27,1,24
1980,facilisi nostra,enim tortor congue,23,29,21
1981,Duis,condimentum,20,27,4
1982,lacinia,netus habitant,4,40,15
1983,Fusce congue,sodales pede diam,26,56,16
1984,pretium ut fames,vulputate,30,16,21
1985,erat,taciti dis Nullam,26,8,32
1986,a Morbi vitae,sapien,34,42,31
1987,torquent placerat,amet,31,59,22
1988,Morbi quam,augue dui mi,18,33,9
1989,mattis auctor,vel Mauris diam,41,53,9
1990,iaculis Class Mauris,molestie,38,29,14
1991,sem Integer aliquam,viverra semper,26,3,22
1992,sollicitudin interdum justo,hymenaeos a,45,3,8
1993,imperdiet a massa,sociosqu ultrices sodales,49,34,2
1994,vestibulum porta,sagittis,36,46,45
1995,Nam In,Cum sociis porta,35,3,14
1996,Cum tellus dolor,Aenean,33,31,19
1997,mus,Curae,44,2,48
1998,dictum mattis porttitor,pretium pulvinar,25,38,28
1999,enim,justo Cras nulla,13,59,13
2000,Quisque nec,Integer luctus pede,3,51,4
2001,tortor bibendum Morbi,ultricies laoreet nunc,7,57,2
2002,Vivamus Maecenas aliquet,morbi sociosqu ut,10,42,44
2003,facilisi tempus,cursus vulputate quis,23,60,18
2004,ridiculus,tristique cursus magna,25,35,25
2005,egestas,viverra suscipit pretium,26,5,44
2006,imperdiet velit Maecenas,aliquam vestibulum metus,44,50,20
2007,consequat,laoreet scelerisque quis,1,35,2
2008,Integer,eget,27,46,17
2009,lobortis,risus Morbi,42,18,31
2010,pretium,mauris Class,26,42,26
2011,magnis enim pede,lacus id natoque,3,13,11
2012,neque vel congue,malesuada,13,26,29
2013,Etiam tristique,dictum lorem,11,41,45
2014,auctor tincidunt cubilia,quam risus,37,31,29
2015,nunc egestas,odio hendrerit nisi,24,56,46
2016,arcu,porttitor,47,52,31
2017,senectus,convallis rutrum,42,15,18
2018,suscipit Aenean,tortor,38,59,11
2019,Sed,euismod justo,28,37,29
2020,Class,ornare arcu dui,19,17,7
2021,ipsum,blandit viverra,49,48,40
2022,aliquam vehicula ornare,magna sapien,4,30,39
2023,imperdiet venenatis penatibus,malesuada,11,49,46
2024,nibh ut Aliquam,Quisque Lorem primis,1,12,15
2025,elementum,ultricies,26,45,49
2026,vulputate,nisl Donec,46,0,38
2027,nec consequat Curabitur,Vestibulum laoreet,3,31,35
2028,massa mus,velit rutrum feugiat,40,56,30
2029,sagittis parturient Nam,consequat dolor,17,26,31
2030,molestie ac egestas,congue,3,39,35
2031,eleifend non,volutpat,21,27,18
2032,Quisque,massa,46,17,8
2033,penatibus,elementum,14,25,23
2034,purus felis nec,ut sagittis,29,8,21
2035,eu,rhoncus,29,31,19
2036,eros vestibulum scelerisque,Maecenas taciti ornare,33,0,34
2037,Cras metus,egestas pede facilisis,39,58,13
2038,Ut mauris fermentum,accumsan blandit,24,24,48
2039,Fusce erat nascetur,parturient tortor,31,42,29
2040,ridiculus dui,nonummy leo torquent,34,49,3
2041,porttitor dignissim Maecenas,interdum semper,13,60,45
2042,fames fames,Suspendisse massa malesuada,7,9,48
2043,sed,dignissim tristique,37,16,40
2044,Curabitur,ornare feugiat aliquet,37,1,43
2045,senectus,nascetur Quisque,13,4,0
2046,pellentesque eu,sagittis,50,39,6
2047,condimentum Morbi inceptos,magna,29,12,39
2048,lacinia,Nam,8,60,36
2049,In dis,sodales,37,10,44
2050,Suspendisse pede ut,amet semper lobortis,27,27,33
2051,magna Nunc,tempus nunc arcu,0,50,15
2052,porta ornare metus,leo in,50,24,34
2053,congue sem In,lacus,31,49,38
2054,gravida cursus,Nunc dignissim aptent,37,33,12
2055,aliquam,sem,8,7,49
2056,nisi,sodales,10,20,17
2057,Class sociosqu,Nullam euismod egestas,15,43,4
2058,Curabitur est commodo,netus tempus Proin,38,23,42
2059,iaculis laoreet netus,In dignissim nisl,49,47,12
2060,Proin mi sapien,sed amet vulputate,15,39,30
2061,accumsan dis,turpis pharetra,46,24,29
2062,fermentum Maecenas morbi,lectus,17,33,12
2063,Praesent lacus molestie,condimentum inceptos natoque,1,56,39
2064,pede Pellentesque nonummy,porta Maecenas Proin,28,3,20
2065,nonummy erat,ligula,20,31,35
2066,urna magnis,porttitor,46,56,44
2067,sapien,conubia sollicitudin,40,40,48
2068,rutrum non montes,vehicula primis dolor,25,37,6
2069,eu pretium,felis facilisi,28,9,32
2070,pretium justo,convallis cursus,16,17,38
2071,primis,molestie felis Etiam,7,48,27
2072,urna semper,venenatis dis ullamcorper,35,29,12
2073,lacinia,inceptos Sed,26,39,26
2074,ornare nec,nulla tristique,21,12,37
2075,nulla mattis imperdiet,sagittis,2,28,29
2076,nonummy facilisis facilisis,Curabitur imperdiet,41,46,40
2077,erat ultrices porttitor,scelerisque justo aptent,41,0,1
2078,laoreet,vel,26,22,46
2079,inceptos,ullamcorper porta,25,13,31
2080,consectetuer vehicula sem,lorem penatibus Integer,39,36,36
2081,primis dolor,nisi,44,30,16
2082,tortor,imperdiet,2,53,2
2083,penatibus,dignissim morbi cursus,47,56,45
2084,dui,tortor,41,35,7
2085,ornare,rutrum rutrum porttitor,19,20,15
2086,amet in,nisi ultricies Vestibulum,2,2,35
2087,molestie morbi,Donec sit Aenean,24,43,24
2088,sociosqu Proin,Phasellus posuere,39,45,32
2089,accumsan ultricies,Duis,20,2,10
2090,montes,viverra,43,52,37
2091,ut fringilla,hymenaeos,39,43,42
2092,molestie,eleifend metus,40,16,33
2093,Cum lectus,tellus magnis id,25,36,30
2094,Praesent,nascetur Donec ornare,12,41,30
2095,varius mattis,in pulvinar suscipit,46,14,22
2096,nisi,Pellentesque in sapien,14,44,44
2097,Fusce,cursus,18,17,46
2098,torquent condimentum,malesuada,37,52,33
2099,Class Duis,varius,45,47,44
2100,Proin,laoreet lacus Pellentesque,8,39,15
2101,viverra ut,vehicula per,26,37,8
2102,cubilia Curae arcu,ipsum ipsum Integer,47,45,22
2103,convallis sed,pharetra,10,9,20
2104,dolor viverra,per,38,20,48
2105,lectus purus eros,quam vel,18,8,27
2106,Curabitur,nulla,35,25,16
2107,vulputate,nibh Cum blandit,13,35,38
2108,massa,at inceptos montes,38,40,33
2109,vel,cursus a pede,9,13,7
2110,pede aliquam elit,Sed id,30,42,19
2111,scelerisque gravida natoque,lectus Class,31,12,32
2112,mi,Quisque velit,36,17,37
2113,Sed tincidunt Donec,aptent,39,54,15
2114,pretium,felis nulla pulvinar,31,42,13
2115,Pellentesque hendrerit,per,40,54,18
2116,faucibus netus nisi,Cum ullamcorper,50,25,42
2117,natoque penatibus,natoque,50,55,9
2118,lacus hendrerit tristique,mattis,25,43,24
2119,senectus Vivamus,mollis inceptos Etiam,27,46,3
2120,aliquet,suscipit ut sollicitudin,30,60,26
2121,per,eu pretium,7,34,25
2122,Curabitur facilisi velit,Maecenas,1,22,37
2123,sociosqu Fusce,congue commodo,36,60,1
2124,mauris vehicula,magna,7,15,41
2125,in et,nonummy ac,14,24,43
2126,amet,enim semper,11,16,45
2127,hendrerit sociosqu elit,Mauris,46,51,41
2128,varius mi quam,quam,34,20,23
2129,amet,in aliquam et,38,46,34
2130,Duis Phasellus commodo,lacinia mauris sagittis,45,18,34
2131,consectetuer,id ut,5,25,48
2132,Curae,sagittis fringilla commodo,31,43,25
2133,ut hymenaeos,feugiat,3,24,35
2134,lacus velit egestas,vitae dapibus,48,13,3
2135,facilisis taciti,vel rhoncus magna,8,17,4
2136,accumsan tristique dolor,blandit porttitor at,36,33,22
2137,aptent orci vestibulum,diam ridiculus,6,36,2
2138,ipsum ornare malesuada,dolor,35,14,26
2139,rutrum,ut Proin vehicula,50,49,43
2140,penatibus litora tellus,pretium molestie,38,36,32
2141,rutrum In at,viverra augue mattis,1,48,6
2142,eleifend,lectus faucibus,47,50,9
2143,adipiscing ipsum,tempus posuere,35,57,26
2144,Nam penatibus Maecenas,consectetuer per Nulla,9,23,37
2145,Aliquam,Integer,4,5,37
2146,Curae fringilla,nascetur quis,42,29,24
2147,mus vitae lorem,consectetuer aliquam elementum,4,53,32
2148,posuere,leo hymenaeos quam,5,17,17
2149,est volutpat,torquent eget,8,19,7
2150,dignissim,magnis semper,50,2,26
2151,eros,molestie Pellentesque,3,50,37
2152,euismod primis In,posuere congue,42,27,33
2153,tempus tortor felis,massa accumsan,19,14,7
2154,aliquam ipsum,eleifend,50,28,32
2155,ridiculus imperdiet amet,ridiculus tellus odio,41,42,17
2156,lobortis,sodales diam,23,29,16
2157,Praesent metus urna,semper porta facilisi,39,23,24
2158,tellus litora,condimentum,23,31,48
2159,inceptos nisi senectus,adipiscing Duis quis,1,6,31
2160,lectus,vulputate,24,5,23
2161,elit habitant Proin,Maecenas Proin mus,16,35,42
2162,malesuada,Vivamus eleifend,41,1,4
2163,placerat metus lectus,morbi venenatis,18,51,21
2164,facilisis facilisi Morbi,iaculis,23,41,5
2165,urna,posuere,26,58,30
2166,iaculis facilisi,volutpat,42,42,44
2167,Nulla nisi sapien,mauris,26,11,17
2168,malesuada varius,penatibus Suspendisse,0,60,46
2169,cursus,vel,13,13,43
2170,hymenaeos Curabitur,imperdiet mattis aliquet,12,3,42
2171,Suspendisse,Sed,37,42,16
2172,cubilia eget,vulputate,9,53,39
2173,viverra Aenean,blandit sit,3,50,29
2174,ipsum,lacus Maecenas,19,33,39
2175,arcu eros mi,Etiam,45,32,49
2176,parturient euismod,justo,46,19,30
2177,nulla ut,sociis,37,15,18
2178,sit morbi,dui,48,53,4
2179,felis euismod rhoncus,nisl per,35,3,30
2180,In,primis,49,40,30
2181,fames,tristique odio leo,31,7,21
2182,commodo Nullam,velit turpis malesuada,0,21,16
2183,id risus augue,facilisi sapien,15,41,1
2184,augue congue nulla,placerat conubia est,49,31,37
2185,lacus ad,enim,21,22,39
2186,luctus pellentesque,Ut,10,11,18
2187,consequat,purus quam vestibulum,34,46,41
2188,risus tortor,suscipit,19,50,43
2189,Phasellus,et ac malesuada,32,7,14
2190,mollis netus,rutrum Nulla,48,31,27
2191,at dignissim,felis felis,6,12,4
2192,habitant Integer Aenean,posuere ante,20,2,41
2193,Integer pellentesque,eleifend nonummy,13,37,25
2194,egestas rhoncus,fringilla vel,18,35,9
2195,urna,mollis,23,48,30
2196,torquent interdum,ullamcorper,10,24,36
2197,arcu Lorem,eleifend mus montes,48,23,37
2198,urna,nisi velit tincidunt,12,44,46
2199,Morbi,at nulla,14,29,48
2200,malesuada rutrum,mus enim,38,12,32
2201,sit condimentum,pellentesque morbi dis,36,39,18
2202,felis cubilia,tellus,42,6,0
2203,iaculis torquent commodo,morbi,25,19,24
2204,mollis bibendum velit,risus aliquet,41,23,34
2205,id ut,In,41,34,47
2206,tempor Phasellus,pulvinar Aliquam,33,19,16
2207,Sed per,dictum facilisis,2,10,48
2208,consequat dui dapibus,primis commodo penatibus,1,33,46
2209,molestie fames,aptent senectus,44,39,37
2210,id nec,Curae,48,21,29
2211,feugiat dis,in,36,11,44
2212,sociosqu,nostra,21,53,35
2213,Proin primis aliquam,conubia laoreet,4,1,37
2214,aliquam scelerisque nunc,Donec,19,45,1
2215,urna lorem,urna mus adipiscing,42,26,27
2216,purus,ornare justo nisi,13,44,24
2217,Class consequat,facilisi,46,15,0
2218,Integer In,In,16,30,26
2219,lacus purus,ut,38,38,23
2220,ipsum lectus sed,interdum ut ridiculus,31,7,15
2221,dapibus augue,inceptos pharetra Curabitur,34,58,32
2222,nunc et,ullamcorper eget tincidunt,34,13,2
2223,feugiat consequat magnis,sem purus nec,50,20,19
2224,mi,Cras nulla,43,28,48
2225,Sed condimentum eleifend,mattis vehicula,47,55,16
2226,Aliquam sem,pretium nonummy turpis,2,13,23
2227,ornare nisl enim,malesuada,3,45,9
2228,rutrum Integer ornare,fringilla Etiam Suspendisse,13,42,43
2229,risus dignissim,pede adipiscing purus,49,19,43
2230,Integer ornare,consectetuer molestie,18,31,2
2231,facilisis quis,Morbi pellentesque placerat,34,58,2
2232,Class elementum dapibus,torquent Lorem,15,22,20
2233,scelerisque nec faucibus,accumsan magnis augue,22,24,25
2234,molestie aliquet luctus,interdum id Curabitur,18,3,12
2235,lobortis aliquet,non varius odio,38,7,21
2236,tincidunt tempus eros,pulvinar imperdiet,2,34,33
